chr start
chr6  55150593
chr6  57199273
chr6  61879439
chr6  65054316
chr6  65653850
chr6  71592742
chr6  72256040
chr6  73139401
chr6  76612786
chr6  78195328
chr6  80275253
chr6  81079476
chr6  84334433
chr6  84678770
chr6  86457006
chr6  88795765
chr6  91393083
chr6  94155423
chr6  96098485
chr6  97077225
chr6  98577762
chr6 102518138
chr6 114813658
chr6 115398587
chr7  31136335
chr7  32239333
chr7  33289458
chr7  34176580
chr7  35309266
chr7  36554562
chr7  37994438
chr7  38438585
chr7  38962516
chr7  45339422
chr7  48197012
chr7  51451252
chr7  55679371
chr7  56171458
chr7  61034160
chr7  66809681
chr7  69379372
chr7  77672480
chr7  79355308
chr7  81692120
chr7  84759502
chr7  85394257
chr7  86872181
chr7  88109209
chr7  90054866
chr7  96459793
chr8    254902
chr8    702580
chr8   2193468
chr8   6771541
chr8   9776308
chr8  13555884
chr8  16739520
chr8  20235297
chr8  24139140
chr8  25484408
chr8  26575647
chr8  31070945
chr8  33450824
chr8  38989457
chr8  42939746
chr8  46816689
chr8  50219005
chr8  51050695
chr8  53157925
chr8  53861822
chr8  55477776
chr8  57909366
chr8  59917247
chr8  61959376
chr8  62859198
chr8  64210721
chr8  68429652
chr8  71615257
chr8  75314324
chr8  76329951
chr8  78501770
chr8  79149698
chr8  79654290
chr8  82835322
chr8  86712171
chr8  87655312
chr8  91131752
chr8  92250154
chr8  92666819
chr8  93193202
chr9   1072738
chr9   2892446
chr9   7289591
chr9   9788437
chr9  19668147
chr9  22492979
chr9  23870042
chr9  26356008
chr9  27638703
chr9  29233019
chr9  38438879
chr9  41429243
chr9  42132060
chr9  42815468
chr9  43288504
chr9  45511443
chr9  46607937
chr9  47158386
chr9  65452980
chr9  65750981
chr9  66237922
chr9  67189842
chr9  67494775
chr9  68117292
chr9  68647677
chr9  68971025
chr9  70537709
chr9  72055095
chr9  73612037
chr9  75812734
chr9  77811281
chr9  79038621
chr9  80090537
chr9  80696382
chr9  80958887
chr9  81999719
chr9  82329439
chr9  84511641
chr9  87057143
chr9  92237723
chr9  92657791
chr9 103537489
chr9 105309929
chr9 106925478
chr9 108791972
chr10   8472329
chr10   9378562
chr10  15472196
chr10  15958164
chr10  19098577
chr10  23891004
chr10  25531284
chr10  25877537
chr10  33715424
chr10  35917086
chr10  42331552
chr10  43979321
chr10  46470124
chr10  48439287
chr10  49333791
chr10  49671279
chr10  52537882
chr10  54344364
chr10  57734279
chr10  60776811
chr10  64275349
chr10  64609941
chr10  65599905
chr10  77287366
chr10  82352845
chr10  85654214
chr10  86329843
chr10 109704979
chr11   4711960
chr11   7290310
chr11  15246289
chr11  16415239
chr11  20638795
chr11  23372638
chr11  24137697
chr11  25156172
chr11  25854199
chr11  26790894
chr11  29492607
chr11  36709412
chr11  38754542
chr11  40535761
chr11  45455955
chr11  48196235
chr11  51070170
chr11  54674786
chr11  57592586
chr11  58419040
chr11  59699434
chr11  79458884
chr11  80972888
chr11  83585914
chr11  83878170
chr11  87184133
chr11  88353398
chr11  88713275
chr11  89649280
chr11  90012542
chr11  91133375
chr11  92013348
chr11  96438801
chr11 101012374
chr12   2095669
chr12   3434697
chr12   4808320
chr12  11394523
chr12  13427937
chr12  14658074
chr12  16172784
chr12  21028633
chr12  21857448
chr12  22851269
chr12  24255388
chr12  24687893
chr12  28028031
chr12  30299024
chr12  33091653
chr12  37838327
chr12  39296764
chr12  39846459
chr12  42856968
chr12  44274704
chr12  55075788
chr12  58393546
chr12  59018831
chr12  59516786
chr12  60037331
chr12  60884863
chr12  63555641
chr12  66751727
chr12  68353993
chr12  72407560
chr12  75285019
chr12  77511220
chr12  81215870
chr12  82838012
chr12  83246607
chr12  98215203
chr12  99739376
chr13  19018939
chr13  22198223
chr13  24153416
chr13  25637436
chr13  25955737
chr13  26997479
chr13  28995628
chr13  29369730
chr13  31814806
chr13  35113495
chr13  37677024
chr13  38353407
chr13  46752635
chr13  47414574
chr13  53573557
chr13  58477624
chr13  59916844
chr13  61170741
chr13  65830691
chr13  67889556
chr13  68710992
chr13  69177667
chr13  72836674
chr13  74946691
chr13  78323554
chr13  78833269
chr13  81688189
chr13  88896692
chr14  18998550
chr14  20955261
chr14  21997937
chr14  22859362
chr14  24038592
chr14  24916356
chr14  31194209
chr14  32058896
chr14  33054845
chr14  36354016
chr14  37818769
chr14  38188666
chr14  38914361
chr14  39918595
chr14  45737147
chr14  51439978
chr14  52195419
chr14  52597589
chr14  53657394
chr14  56297654
chr14  57756963
chr14  59974123
chr14  60809742
chr14  62354079
chr14  63316985
chr14  63597617
chr14  65979181
chr14  72338026
chr14  78479743
chr14  82093276
chr14  86135888
chr14  97431812
chr15  19995939
chr15  21874077
chr15  22272153
chr15  23095390
chr15  30127979
chr15  31791370
chr15  35294013
chr15  39212797
chr15  39739443
chr15  44195454
chr15  45068326
chr15  45955039
chr15  48203564
chr15  53027648
chr15  56533084
chr15  57627951
chr15  58013692
chr15  60832550
chr15  79739791
chr15  81726583
chr15  84135515
chr15  86459080
chr15  88559395
chr16   5166453
chr16   9256238
chr16  12233181
chr16  17573817
chr16  19910350
chr16  22634885
chr16  25279613
chr16  31536764
chr16  34157200
chr16  46366151
chr16  47731628
chr16  48671875
chr16  50433327
chr16  55056502
chr16  55896028
chr16  60032955
chr16  62111872
chr16  70870787
chr16  75836060
chr16  77272164
chr16  77837622
chr16  80272436
chr16  81993454
chr16  82277191
chr16  83474547
chr17   5554455
chr17   8772895
chr17  10156072
chr17  10659761
chr17  12033831
chr17  13119511
chr17  21459173
chr17  25257522
chr17  25953114
chr17  30834889
chr17  34294764
chr17  49398406
chr17  53177386
chr17  53690719
chr17  68650266
chr17  69533289
chr18    856722
chr18   4077526
chr18   7253897
chr18  10037134
chr18  13159917
chr18  13751445
chr18  23135686
chr18  24389426
chr18  29711228
chr18  33358007
chr18  33893501
chr18  34490980
chr18  35057102
chr18  37394191
chr18  39630921
chr18  44815515
chr18  48857835
chr18  51938072
chr18  52190230
chr18  52699082
chr18  54695695
chr18  57731187
chr18  61697875
chr18  66116408
chr18  66401669
chr18  68195702
chr18  71136334
chr18  71939926
chr18  72999160
chr18  74959353
chr19  19770845
chr19  27716733
chr19  30575603
chr19  34012755
chr19  34375672
chr19  35010421
chr19  36753559
chr19  51654244
chr19  51915281
chr19  54139429
chr19  55019477
chr19  56274535
chr19  56718594
chr19  57995993
chr19  58409106
chr20   7286292
chr20   8374794
chr20   9393481
chr20  12156129
chr20  13076280
chr20  13791360
chr20  14982684
chr20  18588195
chr20  20037759
chr20  20818855
chr20  21372568
chr20  22833231
chr20  23170778
chr20  23413008
chr20  25675943
chr20  29393435
chr20  29783818
chr20  37694040
chr20  39316014
chr20  40251029
chr20  46538584
chr20  53032519
chr20  58179798
chr20  58536913
chr21   9391457
chr21  10359791
chr21  14310815
chr21  17992135
chr21  18966236
chr21  28690685
chr21  30816953
chr21  33111299
chr21  34211933
chr21  35339546
chr21  40834805
chr21  42655025
chr21  47059270
chr22  16024683
chr22  16837657
chr22  17715731
chr22  22717846
chr22  26219701
chr22  27314594
chr22  33457669
chr22  47856809
chr22  48991667
chr23   2997790
chr23   3934797
chr23   7311415
chr23  14414873
chr23  16233351
chr23  22317441
chr23  25212304
chr23  29938393
chr23  33302181
chr23  35667980
chr23  36576911
chr23  38238871
chr23  38737529
chr23  41798978
chr23  47996364
chr23  49355335
chr23  52477205
chr23  54673912
chr23  61677471
chr23  64972548
chr23  68113047
chr23  68390408
chr23  70951300
chr23  71956037
chr23  73610596
chr23  74376535
chr23  77413323
chr23  80070791
chr23  85291039
chr23  88356441
chr23  89876216
chr23 100715291
chr23 101731511
chr23 103593539
chr23 104977519
chr23 111392010
chr23 124756788
chr23 125099635
chr23 126056194
chr23 127209471
chr1  72261665
chr1  75020947
chr1  75594258
chr1  77161010
chr1  81581551
chr1  84323413
chr1  90913101
chr1  96094576
chr1  96585627
chr1  99746340
chr1 101307952
chr1 103180112
chr1 107968655
chr1 111651669
chr1 111947058
chr1 112903559
chr1 114840595
chr1 116166145
chr1 116510158
chr1 120428404
chr1 121500699
chr1 142985374
chr1 143560473
chr1 146341804
chr1 146623259
chr1 146970901
chr1 147369216
chr1 149386902
chr1 153261273
chr1 157909683
chr1 158960556
chr1 159502946
chr1 164302530
chr1 165304988
chr1 166450589
chr2  49750566
chr2  51851339
chr2  56882267
chr2  57921220
chr2  60470904
chr2  75641512
chr2  84646681
chr2  88721929
chr2  89640503
chr2  90504664
chr2  92348551
chr2  95683403
chr2  96503201
chr2  99002587
chr2  99686359
chr2 101140872
chr2 105646817
chr2 106728734
chr2 108927354
chr2 118573619
chr2 119167473
chr2 126303943
chr2 127706356
chr2 130585363
chr2 133121518
chr2 133814016
chr2 140450687
chr3  61463153
chr3  63802252
chr3  65387700
chr3  67427196
chr3  68982988
chr3  78644527
chr3  79583176
chr3  81582483
chr3  86782745
chr3  88049147
chr3  90533742
chr3  97489760
chr3  98222202
chr3  98504677
chr3 104587541
chr3 106769319
chr3 108250453
chr3 111284759
chr3 112225032
chr3 113007101
chr3 115396152
chr3 117240693
chr3 117926156
chr3 118847102
chr3 135107380
chr4    408251
chr4  10046636
chr4  12820776
chr4  17449935
chr4  19323926
chr4  22325483
chr4  30646632
chr4  33329478
chr4  33600399
chr4  35924283
chr4  36890809
chr4  37523544
chr4  45440913
chr4  46946014
chr4  47783181
chr4  49342590
chr4  49663332
chr4  54189186
chr4  54841469
chr4  56163305
chr4  65844832
chr4  68205342
chr4  69134476
chr4  71440160
chr4  73148052
chr4  73767979
chr4  76327495
chr4  79293714
chr4  82021808
chr4  85363367
chr4  98242214
chr4 190686099
chr5   5123133
chr5   6102087
chr5   6357625
chr5   7823307
chr5   9226718
chr5  10191237
chr5  13206392
chr5  13947289
chr5  16425201
chr5  21450343
chr5  24222280
chr5  26944148
chr5  29645065
chr5  30045984
chr5  31380516
chr5  34178679
chr5  34465182
chr5  36061157
chr5  38348210
chr5  41726989
chr5  42886179
chr5  44337387
chr5  46428116
chr5  51967057
chr5  53525270
chr5  54448976
chr5  59909870
chr5  61487688
chr5  63926328
chr5  66009417
chr5  67512149
chr5  68202436
chr5  73774962
chr5  75548387
chr5  87387987
chr5  89311786
chr5  99201140
chr5 105145673
chr6  39066816
chr6  40975818
chr6  41268842
chr6  45003789
chr6  46808281
chr6  48502895
chr6  52100578
chr6  54104505
chr6  54445292
chr6  55307751
chr6  58782170
chr6  64010760
chr6  65181230
chr6  71034367
chr6  71902809
chr6  72801779
chr6  73882603
chr6  77674956
chr6  79602492
chr6  80665661
chr6  81887604
chr6  84561292
chr6  84804688
chr6  87742902
chr6  88961636
chr6  92146295
chr6  95703976
chr6  96921691
chr6  97281107
chr6  99203900
chr6 104987929
chr6 115281042
chr6 115743781
chr7  31965308
chr7  32483756
chr7  33691058
chr7  34842512
chr7  35646595
chr7  37229196
chr7  38143442
chr7  38770260
chr7  39532867
chr7  45702923
chr7  50488925
chr7  54806642
chr7  56004953
chr7  58064253
chr7  65165483
chr7  68653738
chr7  72063001
chr7  78886869
chr7  79486231
chr7  83545798
chr7  85164057
chr7  86766934
chr7  87123723
chr7  89904228
chr7  91407084
chr7  96604314
chr8    568276
chr8   1462193
chr8   6129167
chr8   7223245
chr8  10343295
chr8  16388030
chr8  16920914
chr8  21506413
chr8  24728916
chr8  25826913
chr8  27070516
chr8  33200873
chr8  36648461
chr8  39729036
chr8  43845128
chr8  48109365
chr8  50923678
chr8  52727294
chr8  53307755
chr8  54628114
chr8  56644656
chr8  58621223
chr8  61322629
chr8  62401018
chr8  64013839
chr8  66467165
chr8  69466438
chr8  73851870
chr8  75871226
chr8  77223641
chr8  78970275
chr8  79522534
chr8  79807524
chr8  86585079
chr8  87026979
chr8  88926425
chr8  91481074
chr8  92550415
chr8  93008392
chr8  93363041
chr9   1903018
chr9   3401473
chr9   9606266
chr9  12501902
chr9  19830981
chr9  23542194
chr9  25651214
chr9  26733486
chr9  28656929
chr9  32352205
chr9  41347896
chr9  42028979
chr9  42609432
chr9  43202006
chr9  45182622
chr9  46465202
chr9  47070251
chr9  47280689
chr9  65669024
chr9  66147200
chr9  67108954
chr9  67386837
chr9  67983037
chr9  68530741
chr9  68852712
chr9  70235757
chr9  70849691
chr9  72281744
chr9  74051902
chr9  77368559
chr9  78921188
chr9  79768454
chr9  80241645
chr9  80828724
chr9  81228078
chr9  82162458
chr9  83966115
chr9  86003549
chr9  87266243
chr9  92541214
chr9  93505767
chr9 104060899
chr9 106767941
chr9 107422154
chr9 109325929
chr10   9246259
chr10  11241809
chr10  15760423
chr10  16401612
chr10  21063274
chr10  24570041
chr10  25750458
chr10  26508939
chr10  34322076
chr10  39164726
chr10  43609122
chr10  46153640
chr10  46747466
chr10  48752534
chr10  49480815
chr10  50602529
chr10  53983990
chr10  57507579
chr10  59686881
chr10  60929948
chr10  64532356
chr10  64765251
chr10  69428815
chr10  78860735
chr10  84635337
chr10  85880212
chr10  87847846
chr10 109948302
chr11   5484487
chr11   7457157
chr11  15936715
chr11  16551472
chr11  23270692
chr11  23510090
chr11  24362238
chr11  25730300
chr11  25983827
chr11  26992048
chr11  30303013
chr11  37664961
chr11  40424315
chr11  43321364
chr11  45666389
chr11  50805053
chr11  51611444
chr11  57049675
chr11  58301264
chr11  59264754
chr11  60503354
chr11  79786081
chr11  82383192
chr11  83785800
chr11  85246580
chr11  87421506
chr11  88602823
chr11  89470103
chr11  89860332
chr11  90343987
chr11  91489293
chr11  92614499
chr11  97601747
chr11 101145254
chr12   2720826
chr12   4380924
chr12   6001032
chr12  11633214
chr12  14386356
chr12  14871142
chr12  19211207
chr12  21535573
chr12  22562879
chr12  24163610
chr12  24607393
chr12  25105955
chr12  29464708
chr12  30762253
chr12  34864931
chr12  38727175
chr12  39726420
chr12  42481950
chr12  44144756
chr12  45535252
chr12  56011425
chr12  58688723
chr12  59230517
chr12  59936293
chr12  60213240
chr12  62585393
chr12  63944532
chr12  67621410
chr12  68544393
chr12  75161411
chr12  75482236
chr12  79046042
chr12  82723941
chr12  83020034
chr12  85251920
chr12  98442443
chr12  99991194
chr13  20194145
chr13  23924644
chr13  24302645
chr13  25765640
chr13  26765605
chr13  27465448
chr13  29186469
chr13  29920872
chr13  32390808
chr13  37489726
chr13  38190203
chr13  40180193
chr13  47003521
chr13  48369899
chr13  58211814
chr13  59483760
chr13  60225017
chr13  63642707
chr13  65962483
chr13  68581455
chr13  68865607
chr13  72587891
chr13  73124291
chr13  75700976
chr13  78540396
chr13  79004807
chr13  82409346
chr13  89212472
chr14  20781869
chr14  21445096
chr14  22764608
chr14  23001529
chr14  24421352
chr14  31023014
chr14  31343886
chr14  32283466
chr14  34300395
chr14  37321431
chr14  37989674
chr14  38511890
chr14  39484283
chr14  45363226
chr14  49981646
chr14  51989080
chr14  52443746
chr14  52920905
chr14  54825740
chr14  57671915
chr14  58603124
chr14  60546734
chr14  61020255
chr14  63104168
chr14  63489246
chr14  63727807
chr14  67589167
chr14  73309940
chr14  79361455
chr14  83903719
chr14  88771802
chr14  99225316
chr15  21409679
chr15  22183760
chr15  22841962
chr15  30035752
chr15  31485425
chr15  34330080
chr15  39125689
chr15  39388417
chr15  39866982
chr15  44540373
chr15  45686223
chr15  48006153
chr15  48624362
chr15  55487129
chr15  56946196
chr15  57822404
chr15  58462790
chr15  62153685
chr15  80062489
chr15  82300305
chr15  84751535
chr15  87562189
chr15  88743123
chr16   8622349
chr16  10351687
chr16  13983510
chr16  18266992
chr16  20747648
chr16  23068375
chr16  27168415
chr16  34043744
chr16  35301942
chr16  46604380
chr16  48183062
chr16  49985333
chr16  53061390
chr16  55493849
chr16  56161654
chr16  61769724
chr16  66325243
chr16  71226955
chr16  76766153
chr16  77724786
chr16  80163012
chr16  80501935
chr16  82150061
chr16  83222058
chr16  83813325
chr17   5909824
chr17   9260433
chr17  10560235
chr17  11907361
chr17  13013720
chr17  15133096
chr17  22280061
chr17  25525565
chr17  26182802
chr17  33271163
chr17  34583209
chr17  52980565
chr17  53304914
chr17  54164912
chr17  69046030
chr17  69850947
chr18   2043659
chr18   6483077
chr18   7740268
chr18  10484067
chr18  13643776
chr18  15421689
chr18  23393445
chr18  28543237
chr18  32123258
chr18  33506685
chr18  34340403
chr18  34884527
chr18  36966416
chr18  39541983
chr18  42065424
chr18  45223244
chr18  51641564
chr18  52062281
chr18  52326945
chr18  54269760
chr18  55043743
chr18  59702398
chr18  64841881
chr18  66244660
chr18  67601596
chr18  70808157
chr18  71801350
chr18  72126331
chr18  74101049
chr18  76742544
chr19  24641713
chr19  30105071
chr19  32826477
chr19  34230795
chr19  34528693
chr19  35424924
chr19  38386888
chr19  51822359
chr19  54027199
chr19  54261777
chr19  55472939
chr19  56585615
chr19  57687862
chr19  58243632
chr19  58680149
chr20   7945901
chr20   8683398
chr20   9934847
chr20  12949066
chr20  13361612
chr20  14808360
chr20  17467102
chr20  19868423
chr20  20628736
chr20  21051584
chr20  22680779
chr20  23082647
chr20  23324707
chr20  25171928
chr20  26320991
chr20  29663939
chr20  30100138
chr20  39081497
chr20  39589436
chr20  42070783
chr20  46924802
chr20  54923119
chr20  58407390
chr20  60312160
chr21  10221413
chr21  11211272
chr21  17102400
chr21  18760530
chr21  28251816
chr21  30309545
chr21  33022406
chr21  33643580
chr21  34507712
chr21  35887064
chr21  42513351
chr21  42910997
chr21  47229317
chr22  16703694
chr22  17549217
chr22  17969586
chr22  22982170
chr22  26702984
chr22  27468848
chr22  35642278
chr22  48885138
chr22  49800513
chr23   3467573
chr23   6965218
chr23   8222560
chr23  14687958
chr23  16400881
chr23  23502737
chr23  29340241
chr23  30086051
chr23  34569138
chr23  36383628
chr23  37063714
chr23  38590021
chr23  39246193
chr23  43384152
chr23  48204022
chr23  52120417
chr23  52915518
chr23  58607248
chr23  64729532
chr23  67309595
chr23  68284310
chr23  69344594
chr23  71182232
chr23  73049491
chr23  74282472
chr23  76622400
chr23  79890215
chr23  85152425
chr23  87983682
chr23  89490340
chr23  99881054
chr23 101634392
chr23 101986456
chr23 104441992
chr23 105986057
chr23 111843571
chr23 124991861
chr23 125293011
chr23 126245881
chr23 127341322
